SaleID,SaleDate,Region,ProductCategory,Revenue,Cost,SalesPersonID,CustomerType,Profit
10070,2024-05-22,Asia,Service,2157.93,279.75,17,SMB,1878.1799999999998
10071,2024-10-06,North America,Service,849.68,328.28,8,SMB,521.4
10072,2024-06-11,North America,Hardware,2400.19,769.3,14,SMB,1630.89
10073,2024-07-21,Asia,Software,3485.5,1680.63,16,SMB,1804.87
10074,2024-12-27,Asia,Service,4016.49,961.1,18,SMB,3055.39
10075,2024-06-03,Asia,Software,2517.3,677.14,17,SMB,1840.1600000000003
10076,2024-03-10,Asia,Software,909.67,1144.35,7,Enterprise,-234.67999999999995
10077,2024-01-29,North America,Software,2131.97,558.02,20,Enterprise,1573.9499999999998
10078,2024-01-24,Europe,Software,3952.84,832.26,15,SMB,3120.58
10079,2024-09-15,North America,Service,2123.01,698.58,7,Enterprise,1424.4300000000003
10080,2024-10-09,LATAM,Hardware,3513.0,1618.07,2,SMB,1894.93
10081,2024-11-24,Europe,Hardware,2585.35,1852.3,2,SMB,733.05
10082,2024-01-19,North America,Hardware,1281.99,1531.17,7,SMB,-249.18000000000006
10083,2024-02-02,North America,Software,4001.14,906.21,19,SMB,3094.93
10084,2024-12-29,North America,Software,512.65,1033.45,6,Individual,-520.8000000000001
10085,2024-08-17,North America,Hardware,2671.96,293.89,12,SMB,2378.07
10086,2024-10-04,Asia,Hardware,1123.57,1506.39,15,Individual,-382.82000000000016
10087,2024-06-24,Europe,Software,428.62,1213.13,13,Enterprise,-784.5100000000001
10088,2024-01-28,LATAM,Hardware,2564.38,1809.76,7,Enterprise,754.6200000000001
10089,2024-09-24,Europe,Software,2547.85,441.19,7,Enterprise,2106.66
10090,2024-01-06,North America,Software,3563.81,1531.47,15,SMB,2032.34
10091,2024-10-21,Asia,Software,3749.28,1385.11,4,SMB,2364.17
10092,2024-09-14,Asia,Software,3666.18,568.4,3,SMB,3097.7799999999997
10093,2024-09-01,Europe,Service,2106.84,1351.39,1,Enterprise,755.45
10094,2024-01-24,Asia,Service,3195.28,1852.53,7,Enterprise,1342.7500000000002
10095,2024-01-17,Europe,Software,2927.03,1840.95,9,Enterprise,1086.0800000000002
10096,2024-05-30,Europe,Hardware,2165.65,1453.27,1,SMB,712.3800000000001
10097,2024-02-23,Europe,Hardware,3026.34,143.74,5,Individual,2882.6000000000004
10098,2024-05-03,North America,Software,4741.51,1750.92,15,SMB,2990.59
10099,2024-02-10,North America,Software,1045.18,1332.67,4,SMB,-287.49
10100,2024-08-25,North America,Service,4538.28,655.35,10,Individual,3882.93
10101,2024-06-06,Europe,Hardware,361.93,415.14,2,SMB,-53.20999999999998
10102,2024-05-19,North America,Service,1611.11,276.6,7,Individual,1334.5099999999998
10103,2024-06-02,Europe,Software,1511.91,147.96,19,SMB,1363.95
10104,2024-05-25,LATAM,Hardware,3169.19,1520.5,6,SMB,1648.69
10105,2024-11-23,North America,Software,743.0,509.89,15,SMB,233.11
10106,2024-06-04,Europe,Software,4423.5,97.29,20,Enterprise,4326.21
10107,2024-11-22,Asia,Hardware,4159.9,824.68,12,Enterprise,3335.22
10108,2024-02-15,North America,Software,3295.12,991.08,11,SMB,2304.04
10109,2024-05-23,North America,Software,2346.23,380.0,3,SMB,1966.23
10110,2024-04-23,North America,Software,4671.48,135.89,20,SMB,4535.589999999999
10111,2024-07-07,North America,Software,4170.66,418.79,17,SMB,3751.87
10112,2024-04-01,LATAM,Hardware,2546.64,1374.25,7,Individual,1172.3899999999999
10113,2024-06-30,Asia,Software,3539.18,210.38,18,SMB,3328.7999999999997
10114,2024-08-20,Europe,Software,2877.96,1132.32,17,Individual,1745.64
10115,2024-05-20,LATAM,Software,2980.92,335.5,16,SMB,2645.42
10116,2024-02-09,Asia,Software,1721.78,431.59,2,SMB,1290.19
10117,2024-12-10,North America,Hardware,2364.21,816.5,5,Enterprise,1547.71
10118,2024-08-05,LATAM,Software,482.8,246.61,13,Individual,236.19
10119,2024-06-18,Europe,Hardware,1851.01,387.75,11,Individual,1463.26
10120,2024-05-24,Asia,Software,3509.56,730.46,1,Enterprise,2779.1
10121,2024-12-06,LATAM,Software,4770.76,692.85,3,SMB,4077.9100000000003
10122,2024-12-27,North America,Service,4819.01,1511.08,18,SMB,3307.9300000000003
10123,2024-03-02,North America,Hardware,2823.04,195.83,4,Enterprise,2627.21
10124,2024-04-05,North America,Software,3072.45,1727.88,9,SMB,1344.5699999999997
10125,2024-12-25,Europe,Service,1010.03,1641.65,11,Individual,-631.6200000000001
10126,2024-04-30,Asia,Software,3507.01,1543.68,17,Enterprise,1963.3300000000002
10127,2024-02-11,LATAM,Service,446.23,653.28,11,Individual,-207.04999999999995
10128,2024-02-06,North America,Hardware,1494.96,1654.62,3,Enterprise,-159.65999999999985
10129,2024-12-29,Europe,Hardware,3374.98,406.46,19,Individual,2968.52
10130,2024-11-21,Europe,Service,1620.52,292.6,20,SMB,1327.92
10131,2024-10-30,North America,Software,344.25,137.66,11,Enterprise,206.59
10132,2024-09-14,North America,Hardware,4176.17,1881.66,14,SMB,2294.51
10133,2024-01-25,North America,Software,1620.62,650.62,6,Enterprise,969.9999999999999
10134,2024-04-21,LATAM,Software,409.22,1839.35,19,Enterprise,-1430.1299999999999
10135,2024-08-16,North America,Software,466.46,581.6,15,Individual,-115.14000000000004
10136,2024-02-09,Europe,Software,1333.62,1819.75,11,Individual,-486.1300000000001
10137,2024-04-02,Asia,Hardware,972.28,1812.66,18,Enterprise,-840.3800000000001
10138,2024-10-20,Europe,Hardware,3894.07,1851.17,4,SMB,2042.9
10139,2024-08-03,LATAM,Hardware,1676.25,1017.5,19,Individual,658.75
10140,2024-09-09,LATAM,Software,4043.01,1738.6,3,SMB,2304.4100000000003
10141,2024-01-06,North America,Software,951.85,1903.99,12,Individual,-952.14
10142,2024-05-30,Europe,Service,2515.11,683.0,4,Enterprise,1832.1100000000001
10143,2024-06-07,North America,Software,3471.38,866.81,12,Individual,2604.57
10144,2024-07-22,North America,Hardware,3294.76,1452.52,1,Enterprise,1842.2400000000002
10145,2024-06-26,North America,Hardware,3045.53,635.7,16,Enterprise,2409.83
10146,2024-02-26,Europe,Hardware,4631.63,1519.93,2,SMB,3111.7
10147,2024-01-10,Europe,Hardware,1219.77,194.09,3,Individual,1025.68
10148,2024-02-08,North America,Service,2519.22,1070.82,16,SMB,1448.3999999999999
10149,2024-04-02,North America,Software,4431.56,288.51,10,Individual,4143.05
10150,2024-05-28,LATAM,Service,481.68,621.98,9,SMB,-140.3
10151,2024-07-21,North America,Software,373.85,554.32,14,Individual,-180.47000000000003
10152,2024-03-01,North America,Software,1243.18,1685.92,8,SMB,-442.74
10153,2024-01-17,Europe,Software,3201.8,427.36,2,SMB,2774.44
10154,2024-12-09,LATAM,Hardware,1373.41,1626.47,11,Individual,-253.05999999999995
10155,2024-11-21,North America,Software,1032.18,1598.22,2,Individual,-566.04
10156,2024-03-19,Asia,Software,2348.13,1022.82,15,Enterprise,1325.31
10157,2024-10-08,Asia,Software,3106.63,505.99,18,Individual,2600.6400000000003
10158,2024-12-27,North America,Service,1317.93,492.45,5,SMB,825.48
10159,2024-12-24,Asia,Service,1573.39,956.6,7,SMB,616.7900000000001
10160,2024-11-27,Europe,Hardware,3106.44,67.18,19,SMB,3039.26
10161,2024-05-02,Europe,Hardware,4734.12,1086.13,19,SMB,3647.99
10162,2024-03-18,Europe,Software,3406.23,1907.92,16,SMB,1498.31
10163,2024-02-09,Europe,Software,3936.23,351.68,19,Enterprise,3584.55
10164,2024-05-02,North America,Service,1897.37,1168.02,17,SMB,729.3499999999999
10165,2024-03-04,Asia,Software,1434.05,1925.47,13,SMB,-491.4200000000001
10166,2024-01-20,North America,Software,2325.91,1728.02,8,Enterprise,597.8899999999999
10167,2024-02-19,North America,Software,4054.95,1708.24,11,SMB,2346.71
10168,2024-01-26,North America,Software,2335.87,1652.61,18,SMB,683.26
10169,2024-06-12,Europe,Software,4248.95,652.6,11,SMB,3596.35
10170,2024-11-23,Asia,Hardware,4944.98,1786.7,9,Individual,3158.2799999999997
10171,2024-05-15,North America,Software,452.93,1885.61,14,SMB,-1432.6799999999998
10172,2024-01-18,Europe,Hardware,322.51,1016.8,2,Individual,-694.29
10173,2024-09-06,North America,Software,832.99,741.41,17,Enterprise,91.58000000000004
10174,2024-08-10,Europe,Software,1983.41,857.75,16,SMB,1125.66
10175,2024-06-28,North America,Software,742.11,701.7,5,SMB,40.40999999999997
10176,2024-11-14,Asia,Hardware,4366.26,464.22,1,Enterprise,3902.04
10177,2024-08-30,Europe,Software,213.42,1255.97,9,Individual,-1042.55
10178,2024-11-30,LATAM,Hardware,1647.38,1147.06,3,SMB,500.32000000000016
10179,2024-05-06,North America,Hardware,1005.0,952.04,14,SMB,52.960000000000036
10180,2024-12-01,North America,Hardware,4664.54,236.9,18,SMB,4427.64
10181,2024-01-29,North America,Software,3380.46,1603.94,12,SMB,1776.52
10182,2024-10-05,LATAM,Software,4568.95,391.12,14,Individual,4177.83
10183,2024-01-27,LATAM,Software,4864.41,273.4,16,Enterprise,4591.01
10184,2024-11-30,North America,Hardware,2535.78,1264.99,5,SMB,1270.7900000000002
10185,2024-08-15,Asia,Software,1248.16,827.36,20,Individual,420.80000000000007
10186,2024-03-12,Asia,Service,1049.27,166.63,20,SMB,882.64
10187,2024-03-15,Europe,Service,1192.3,743.36,15,Enterprise,448.93999999999994
10188,2024-04-08,Europe,Software,3572.11,1554.97,9,Enterprise,2017.14
10189,2024-05-08,North America,Software,298.18,1249.74,17,SMB,-951.56
10190,2024-11-05,North America,Hardware,351.67,757.43,12,SMB,-405.75999999999993
10191,2024-01-29,LATAM,Software,3079.9,424.02,13,SMB,2655.88
10192,2024-12-25,LATAM,Software,3246.08,1282.0,10,Individual,1964.08
10193,2024-10-31,Europe,Service,3359.79,1780.73,7,Individual,1579.06
10194,2024-09-06,North America,Software,1922.21,1310.23,7,SMB,611.98
10195,2024-12-25,North America,Service,4049.13,1635.16,8,Enterprise,2413.9700000000003
10196,2024-07-31,Asia,Hardware,2714.76,1066.98,15,Enterprise,1647.7800000000002
10197,2024-07-09,LATAM,Hardware,616.78,1450.04,18,SMB,-833.26
10198,2024-06-22,LATAM,Software,4005.79,1797.64,1,Enterprise,2208.1499999999996
10199,2024-01-03,Asia,Software,4770.03,1557.7,10,Individual,3212.33
10200,2024-02-05,Europe,Hardware,394.18,1824.22,19,SMB,-1430.04
10201,2024-03-08,North America,Software,2017.62,890.72,3,Individual,1126.8999999999999
10202,2024-05-18,North America,Software,2488.83,1813.23,7,Enterprise,675.5999999999999
10203,2024-12-01,LATAM,Software,817.71,1262.06,4,SMB,-444.3499999999999
10204,2024-07-07,Europe,Software,4351.77,1746.6,5,Individual,2605.1700000000005
10205,2024-03-15,North America,Software,1492.33,126.78,6,SMB,1365.55
10206,2024-03-07,North America,Hardware,3936.74,1332.81,10,Individual,2603.93
10207,2024-08-21,Asia,Software,3387.87,1703.55,12,SMB,1684.32
10208,2024-01-25,North America,Software,3030.42,389.69,14,Enterprise,2640.73
10209,2024-06-05,North America,Hardware,1041.5,1340.48,2,Individual,-298.98
10210,2024-05-26,Europe,Service,1181.45,1658.66,3,SMB,-477.21000000000004
10211,2024-10-22,Asia,Software,332.01,611.5,1,SMB,-279.49
10212,2024-01-30,Asia,Software,1279.49,840.23,3,Enterprise,439.26
10213,2024-12-14,North America,Hardware,1792.67,1160.56,15,Enterprise,632.1100000000001
10214,2024-12-02,Asia,Service,4182.41,1062.38,16,SMB,3120.0299999999997
10215,2024-08-30,North America,Hardware,1895.32,126.42,20,Individual,1768.8999999999999
10216,2024-08-05,North America,Hardware,3797.65,242.41,2,Individual,3555.2400000000002
10217,2024-11-04,Asia,Software,2253.27,245.91,20,SMB,2007.36
10218,2024-04-23,Europe,Hardware,3945.85,561.42,16,Enterprise,3384.43
10219,2024-03-07,Asia,Software,4883.73,529.44,15,Enterprise,4354.289999999999
10220,2024-01-22,Asia,Hardware,1275.22,1497.33,7,Individual,-222.1099999999999
10221,2024-08-16,Europe,Hardware,4325.47,1166.85,5,SMB,3158.6200000000003
10222,2024-02-13,North America,Service,3146.94,1539.75,5,SMB,1607.19
10223,2024-08-21,Europe,Software,4104.74,186.3,9,SMB,3918.4399999999996
10224,2024-11-28,North America,Software,3292.77,996.17,14,Individual,2296.6
10225,2024-09-08,North America,Hardware,2177.35,681.36,19,SMB,1495.9899999999998
10226,2024-01-19,LATAM,Hardware,1217.57,1707.38,18,SMB,-489.8100000000002
10227,2024-11-15,Europe,Hardware,443.17,1430.19,9,Enterprise,-987.02
10228,2024-10-12,LATAM,Software,2724.04,1745.05,3,SMB,978.99
10229,2024-06-09,Europe,Software,4952.6,140.53,11,SMB,4812.070000000001
10230,2024-01-24,Asia,Hardware,3716.4,1455.61,15,Enterprise,2260.79
10231,2024-02-07,Europe,Software,1703.99,1103.02,4,SMB,600.97
10232,2024-04-13,Europe,Service,4153.3,1658.75,5,Enterprise,2494.55
10233,2024-08-03,Europe,Software,3868.02,1038.96,18,SMB,2829.06
10234,2024-09-22,North America,Hardware,1480.02,1103.41,12,Enterprise,376.6099999999999
10235,2024-08-06,Asia,Hardware,170.11,150.95,1,SMB,19.160000000000025
10236,2024-11-09,North America,Hardware,679.0,1353.62,20,Enterprise,-674.6199999999999
10237,2024-03-19,North America,Software,4398.8,582.62,2,SMB,3816.1800000000003
10238,2024-11-18,Europe,Service,4199.16,88.4,9,SMB,4110.76
10239,2024-03-24,North America,Software,1546.52,179.55,18,SMB,1366.97
10240,2024-04-11,LATAM,Hardware,1497.46,1916.71,5,Enterprise,-419.25
10241,2024-10-02,LATAM,Software,3985.04,724.85,14,SMB,3260.19
10242,2024-03-24,LATAM,Software,4694.91,1742.75,11,Enterprise,2952.16
10243,2024-09-28,Europe,Software,3917.77,1921.37,3,Enterprise,1996.4
10244,2024-01-13,North America,Software,3067.34,1889.37,9,Enterprise,1177.9700000000003
10245,2024-10-01,LATAM,Service,1289.09,1769.36,2,SMB,-480.27
10246,2024-05-27,Europe,Software,2676.16,1794.95,14,Enterprise,881.2099999999998
10247,2024-05-29,LATAM,Hardware,1244.21,613.57,2,Individual,630.64
10248,2024-01-25,LATAM,Service,4059.26,345.37,10,SMB,3713.8900000000003
10249,2024-10-23,LATAM,Software,1996.11,1296.56,19,SMB,699.55
10250,2024-06-13,North America,Hardware,4185.12,1001.81,2,SMB,3183.31
10251,2024-05-31,Europe,Software,1969.89,242.56,16,Enterprise,1727.3300000000002
10252,2024-05-25,LATAM,Software,4138.33,1371.21,6,SMB,2767.12
10253,2024-09-06,North America,Software,1733.26,1147.58,12,Individual,585.6800000000001
10254,2024-03-26,North America,Service,2256.65,1732.98,7,Enterprise,523.6700000000001
10255,2024-01-27,Europe,Software,3115.89,1237.91,4,SMB,1877.9799999999998
10256,2024-08-28,LATAM,Hardware,444.41,1169.2,8,Individual,-724.79
10257,2024-09-19,Asia,Hardware,4746.21,909.47,19,SMB,3836.74
10258,2024-06-18,Europe,Service,2910.67,952.43,10,SMB,1958.2400000000002
10259,2024-11-19,North America,Software,2588.32,1911.04,1,SMB,677.2800000000002
10260,2024-05-16,Europe,Hardware,4213.03,319.97,5,SMB,3893.0599999999995
10261,2024-07-06,LATAM,Hardware,4342.24,920.13,6,Individual,3422.1099999999997
10262,2024-01-21,North America,Hardware,2659.08,1328.86,19,SMB,1330.22
10263,2024-07-12,Europe,Service,4643.59,894.37,18,Individual,3749.2200000000003
10264,2024-01-08,LATAM,Service,417.22,602.27,19,Individual,-185.04999999999995
10265,2024-08-01,Asia,Software,654.81,610.35,19,SMB,44.45999999999992
10266,2024-06-25,Asia,Software,3024.26,505.63,1,Enterprise,2518.63
10267,2024-07-24,Asia,Software,1834.92,720.61,20,Enterprise,1114.31
10268,2024-11-27,Europe,Software,2374.7,1749.77,11,Individual,624.9299999999998
10269,2024-07-15,North America,Software,1707.59,1035.19,3,SMB,672.3999999999999
10270,2024-12-07,Asia,Software,2083.15,518.47,10,SMB,1564.68
10271,2024-02-13,Asia,Software,4130.97,799.83,7,Individual,3331.1400000000003
10272,2024-10-24,LATAM,Service,3008.03,256.37,17,SMB,2751.6600000000003
10273,2024-06-15,LATAM,Software,4986.99,1812.87,16,SMB,3174.12
10274,2024-08-27,Europe,Service,3955.71,845.99,7,Enterprise,3109.7200000000003
10275,2024-02-18,Europe,Software,1440.96,1961.76,13,SMB,-520.8
10276,2024-02-21,Asia,Hardware,1395.29,727.7,12,Enterprise,667.5899999999999
10277,2024-11-24,Europe,Service,1745.9,1680.89,12,Individual,65.00999999999999
10278,2024-03-25,Asia,Software,4231.97,549.95,8,Enterprise,3682.0200000000004
10279,2024-12-29,Asia,Software,233.71,198.5,8,Enterprise,35.21000000000001
10280,2024-02-08,LATAM,Software,1227.89,111.88,13,SMB,1116.0100000000002
10281,2024-09-11,North America,Software,4534.1,1232.03,11,Individual,3302.0700000000006
10282,2024-08-03,Europe,Service,3235.49,657.57,1,Individual,2577.9199999999996
10283,2024-01-28,North America,Service,1211.55,914.86,17,SMB,296.68999999999994
10284,2024-10-07,Europe,Software,1173.81,1646.36,19,SMB,-472.54999999999995
10285,2024-12-13,North America,Software,4326.83,533.81,13,Individual,3793.02
10286,2024-06-27,Europe,Software,4479.41,651.87,15,SMB,3827.54
10287,2024-03-14,Europe,Software,1355.04,1698.41,12,Enterprise,-343.3700000000001
10288,2024-12-21,North America,Hardware,2160.5,1010.89,17,SMB,1149.6100000000001
10289,2024-01-27,Europe,Software,4189.52,1663.95,3,SMB,2525.5700000000006
10290,2024-08-27,North America,Hardware,3877.94,780.23,7,SMB,3097.71
10291,2024-05-02,North America,Software,4088.19,826.82,2,Individual,3261.37
10292,2024-11-15,Asia,Software,2640.15,375.92,2,Enterprise,2264.23
10293,2024-12-15,Europe,Hardware,4566.59,1836.87,6,Enterprise,2729.7200000000003
10294,2024-12-18,North America,Software,1697.16,1798.73,4,SMB,-101.56999999999994
10295,2024-06-11,Europe,Service,867.69,1969.22,16,SMB,-1101.53
10296,2024-06-05,Asia,Service,3572.79,834.77,15,SMB,2738.02
10297,2024-02-22,North America,Software,2742.84,1646.3,10,SMB,1096.5400000000002
10298,2024-05-15,Europe,Software,4287.47,859.16,14,Enterprise,3428.3100000000004
10299,2024-01-27,North America,Service,497.68,935.88,9,Enterprise,-438.2
10300,2024-11-10,North America,Service,4234.09,1668.5,15,SMB,2565.59
10301,2024-01-02,Europe,Service,1537.14,395.87,7,Individual,1141.27
10302,2024-01-16,Europe,Software,3308.79,479.61,7,SMB,2829.18
10303,2024-04-23,Europe,Service,296.63,663.72,8,Individual,-367.09000000000003
10304,2024-04-23,Asia,Software,3086.95,1586.95,19,SMB,1499.9999999999998
10305,2024-06-29,LATAM,Hardware,3614.63,776.67,18,SMB,2837.96
10306,2024-04-07,Europe,Service,1906.88,748.43,17,Enterprise,1158.4500000000003
10307,2024-05-06,North America,Software,1155.51,1997.69,18,SMB,-842.1800000000001
10308,2024-08-14,Asia,Service,2734.39,798.42,19,SMB,1935.9699999999998
10309,2024-08-08,North America,Software,4182.63,533.15,8,SMB,3649.48
10310,2024-06-14,Europe,Service,1685.38,1265.27,13,SMB,420.1100000000001
10311,2024-03-08,North America,Software,1337.1,1613.67,11,Enterprise,-276.57000000000016
10312,2024-12-12,North America,Service,1466.78,185.74,19,Enterprise,1281.04
10313,2024-05-24,LATAM,Software,4750.75,1256.84,7,SMB,3493.91
10314,2024-03-24,Asia,Hardware,1860.46,119.68,5,SMB,1740.78
10315,2024-04-05,Asia,Hardware,117.66,1076.35,5,Individual,-958.6899999999999
10316,2024-06-30,Europe,Software,3930.24,551.13,8,SMB,3379.1099999999997
10317,2024-03-04,North America,Software,3526.45,647.95,10,Enterprise,2878.5
10318,2024-04-18,North America,Hardware,729.98,960.84,5,Individual,-230.86
10319,2024-02-24,North America,Software,4926.03,1857.86,15,SMB,3068.17
10320,2024-06-04,Europe,Hardware,3079.51,1435.8,16,SMB,1643.7100000000003
10321,2024-04-12,Asia,Software,2553.82,1876.85,10,Individual,676.9700000000003
10322,2024-04-28,Asia,Service,1972.87,1336.94,8,SMB,635.9299999999998
10323,2024-05-29,North America,Software,4503.5,63.86,19,SMB,4439.64
10324,2024-09-12,LATAM,Software,1295.42,567.89,4,Enterprise,727.5300000000001
10325,2024-04-10,Asia,Software,1500.27,1816.26,14,SMB,-315.99
10326,2024-08-21,Europe,Software,699.81,1304.72,8,Individual,-604.9100000000001
10327,2024-10-29,Europe,Software,3819.68,1964.21,14,SMB,1855.4699999999998
10328,2024-05-23,Europe,Software,3018.19,354.13,12,Enterprise,2664.06
10329,2024-05-26,North America,Service,3084.42,628.66,1,Enterprise,2455.76
10330,2024-03-31,Europe,Hardware,1170.51,756.62,19,Enterprise,413.89
10331,2024-01-30,Asia,Hardware,3290.73,686.79,18,Enterprise,2603.94
10332,2024-09-09,North America,Software,3850.75,541.38,12,Individual,3309.37
10333,2024-09-04,North America,Hardware,1853.65,914.76,10,Individual,938.8900000000001
10334,2024-02-11,North America,Software,4026.6,1302.48,1,SMB,2724.12
10335,2024-02-03,North America,Hardware,1809.07,656.95,14,Enterprise,1152.12
10336,2024-03-07,LATAM,Software,3814.88,205.41,9,SMB,3609.4700000000003
10337,2024-03-14,Asia,Software,265.28,1431.64,15,Enterprise,-1166.3600000000001
10338,2024-02-11,Europe,Software,2800.71,945.08,14,SMB,1855.63
10339,2024-01-22,North America,Service,4850.68,1135.14,9,Individual,3715.54
10340,2024-12-20,Europe,Software,4908.1,938.03,11,SMB,3970.0700000000006
10341,2024-09-04,Europe,Hardware,1480.59,1786.2,5,Individual,-305.6100000000001
10342,2024-06-08,North America,Software,2262.86,1139.55,12,SMB,1123.3100000000002
10343,2024-06-16,Europe,Hardware,408.59,1850.39,16,Individual,-1441.8000000000002
10344,2024-12-17,Europe,Service,4379.37,1045.62,20,Enterprise,3333.75
10345,2024-08-13,Europe,Software,2886.0,620.55,3,Individual,2265.45
10346,2024-06-14,Europe,Software,1986.99,743.11,5,Enterprise,1243.88
10347,2024-02-02,North America,Service,652.58,1068.15,19,Individual,-415.57000000000005
